SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,CNT_FAM_MEMBERS,HOUR_APPR_PROCESS_START,EXT_SOURCE_2,EXT_SOURCE_3,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,TARGET
297831,36000.0,284400.0,0.028663,-9609,-2929,-1823.0,-1840,2.0,12,0.3721409148432283,0.5352762504724826,0.0,0.0,-1240.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,N,N,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,0,1,0,0,High skill tech staff,2,2,MONDAY,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236312,108000.0,1039702.5,0.016612,-19980,-404,-3436.0,-3533,2.0,14,0.6151059985125763,0.3656165070113335,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cash loans,F,Y,N,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,1,1,0,0,HR staff,2,2,MONDAY,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102970,135000.0,545040.0,0.019101,-14388,-1686,-272.0,-4096,2.0,10,0.5433816862287429,0.5531646987710016,1.0,0.0,-181.0,0.0,0.0,0.0,0.0,0.0,2.0,Cash loans,F,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Core staff,2,2,THURSDAY,0,0,0,0,0,0,Postal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209503,148500.0,225000.0,0.022625,-11874,-2032,-4389.0,-4149,1.0,19,0.6142099601190864,0.5082869913916046,5.0,0.0,-466.0,0.0,0.0,0.0,0.0,0.0,2.0,Revolving loans,M,N,N,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1,0,0,Laborers,2,2,TUESDAY,0,0,0,0,1,1,Security Ministries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229917,112500.0,247500.0,0.010276,-16824,-1351,-8777.0,-357,2.0,10,0.344724781821659,0.5100895276257282,3.0,0.0,-1972.0,0.0,0.0,0.0,0.0,0.0,7.0,Revolving loans,F,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Core staff,2,2,MONDAY,0,0,0,0,0,0,Postal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120856,108000.0,1178217.0,0.031329,-23666,0,-5516.0,-5516,2.0,8,0.6052235470346367,0.8528284668510541,0.0,0.0,-1799.0,0.0,0.0,0.0,1.0,0.0,1.0,Cash loans,F,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,1,0,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418156,270000.0,592560.0,0.04622,-13351,-236,-7427.0,-4191,2.0,15,0.6652163342685601,0.6940926425266661,0.0,0.0,-1418.0,0.0,0.0,0.0,0.0,1.0,4.0,Cash loans,F,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Sales staff,1,1,TUESDAY,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182157,90000.0,351000.0,0.018209,-22731,0,-9916.0,-4331,1.0,8,0.3918423366088695,0.8327850252992314,0.0,0.0,-601.0,0.0,0.0,0.0,0.0,0.0,2.0,Cash loans,F,Y,Y,Children,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,1,0,0,Laborers,3,3,TUESDAY,0,0,0,0,0,0,XNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327936,112500.0,711000.0,0.010966,-15122,-826,-544.0,-4582,1.0,9,0.2366266020321532,0.5352762504724826,6.0,0.0,-329.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1,0,0,Medicine staff,2,2,SATURDAY,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266327,76500.0,180000.0,0.009549,-14056,-269,-3513.0,-4431,3.0,10,0.2135146020258022,0.1393757800997895,0.0,0.0,-668.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,M,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,1,0,Laborers,2,2,TUESDAY,0,0,0,0,1,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396632,112500.0,585000.0,0.015221,-20403,-4982,-8340.0,-3759,2.0,13,0.3302393733571632,0.1519345490496476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,M,Y,N,Children,Working,Secondary / secondary special,Married,With parents,1,1,0,1,1,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,Housing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310977,157500.0,1183963.5,0.022625,-12321,-996,-1255.0,-4351,3.0,13,0.6426059845351004,0.3409064264152384,0.0,0.0,-101.0,0.0,0.0,0.0,1.0,0.0,2.0,Cash loans,F,Y,N,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,1,1,0,1,0,0,Sales staff,2,2,WEDNESDAY,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149221,74250.0,76410.0,0.018209,-22145,0,-4088.0,-4334,1.0,10,0.5315857578552494,0.5797274227921155,1.0,1.0,-711.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,1,0,0,Laborers,3,3,TUESDAY,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325727,270000.0,1288350.0,0.00733,-21656,-5052,-10762.0,-4609,2.0,10,0.7030932404343011,0.0932250953774744,0.0,0.0,-1812.0,0.0,0.0,0.0,0.0,0.0,3.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,1,1,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202884,90000.0,180000.0,0.00496,-11753,-140,-2842.0,-2833,3.0,10,0.1266195574788203,0.3910549766342248,9.0,0.0,-173.0,0.0,0.0,0.0,0.0,0.0,1.0,Revolving loans,F,N,N,Family,Working,Incomplete higher,Married,House / apartment,1,1,0,1,0,0,Laborers,2,2,TUESDAY,0,0,0,1,1,0,Transport: type 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283724,90000.0,959598.0,0.015221,-14070,-6650,-8163.0,-5151,5.0,11,0.4993458564362458,0.4956658291397297,6.0,0.0,-1110.0,0.0,0.0,0.0,2.0,2.0,7.0,Cash loans,F,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,1,1,0,Laborers,2,2,THURSDAY,0,0,0,0,0,0,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435861,180000.0,900000.0,0.0228,-11898,-3413,-5963.0,-4092,4.0,9,0.5735624143096567,0.5971924268337128,0.0,0.0,-1570.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,1,1,1,0,Core staff,2,2,TUESDAY,0,0,0,0,1,1,Government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428096,144000.0,450000.0,0.026392,-12173,-3534,-6186.0,-1886,3.0,12,0.7241309225067566,0.5989262182569273,0.0,0.0,-349.0,0.0,0.0,0.0,0.0,0.0,0.0,Revolving loans,F,N,Y,"Spouse, partner",Working,Higher education,Married,House / apartment,1,1,1,1,0,0,IT staff,2,2,MONDAY,0,0,0,0,0,0,Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239127,148500.0,180000.0,0.04622,-8208,-1589,-1132.0,-846,1.0,17,0.746432603650861,0.5352762504724826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Revolving loans,M,N,Y,Other_A,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,0,0,Cooking staff,1,1,TUESDAY,0,1,1,0,0,0,Business Entity Type 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405949,225000.0,253737.0,0.008575,-10971,-2210,-5153.0,-3425,1.0,12,0.6692801124081146,0.4066174366275036,0.0,0.0,-1900.0,0.0,0.0,0.0,0.0,0.0,4.0,Cash loans,M,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,1,0,Laborers,2,2,THURSDAY,0,0,0,1,1,0,Transport: type 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183176,225000.0,728460.0,0.006629,-21855,-5400,-1936.0,-292,2.0,3,0.6517581119418008,0.5352762504724826,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Cash loans,M,N,Y,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,1,1,0,1,1,0,Laborers,2,2,TUESDAY,0,0,0,0,0,0,University,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129672,135000.0,1288350.0,0.00823,-14876,-4170,-5764.0,-4236,2.0,14,0.4374079850583687,0.7016957740576931,2.0,1.0,-2131.0,0.0,0.0,0.0,0.0,0.0,0.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,1,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,Industry: type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237285,180000.0,1125000.0,0.0145199999999999,-20427,-926,-3297.0,-3950,2.0,13,0.6090363652068631,0.2650494299443805,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cash loans,F,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Laborers,2,2,SATURDAY,0,0,0,0,0,0,University,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412897,157500.0,378117.0,0.018634,-14493,-3012,-72.0,-4682,4.0,15,0.6564237130704146,0.4578995512067301,1.0,0.0,-2262.0,0.0,0.0,0.0,0.0,0.0,2.0,Cash loans,M,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,1,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,Business Entity Type 2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403411,202500.0,634482.0,0.022625,-16151,-3567,-10286.0,-4048,2.0,17,0.4999745490563578,0.2793353208976285,2.0,2.0,-2257.0,0.0,0.0,0.0,0.0,0.0,3.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,1,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,Industry: type 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392082,135000.0,835380.0,0.011703,-18001,-887,-1116.0,-1479,2.0,17,0.3737057259013505,0.5028782772082183,1.0,0.0,-1184.0,0.0,0.0,0.0,0.0,0.0,3.0,Cash loans,F,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Medicine staff,2,2,THURSDAY,0,0,0,0,0,0,Medicine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428826,180000.0,1169532.0,0.010966,-18157,-10322,-117.0,-1441,3.0,9,0.1939414841204858,0.5424451438613613,0.0,0.0,-1097.0,0.0,0.0,0.0,1.0,0.0,2.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,0,1,0,0,Core staff,2,2,MONDAY,0,0,0,0,0,0,School,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195713,202500.0,536917.5,0.016612,-15462,0,-3916.0,-4593,1.0,17,0.632368026611808,0.6347055309763198,0.0,0.0,-707.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,Y,Y,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,1,0,0,1,0,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456216,135000.0,1762110.0,0.0196889999999999,-13790,-1878,-3023.0,-1798,4.0,12,0.2777281390176555,0.7713615919194317,0.0,0.0,-2538.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,N,N,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,0,1,0,0,Laborers,2,2,MONDAY,0,0,0,0,0,0,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414281,202500.0,781920.0,0.00702,-19131,-519,-2664.0,-2692,2.0,12,0.572636856830916,0.6610235391308081,1.0,0.0,-589.0,0.0,0.0,0.0,0.0,0.0,4.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,1,0,Cooking staff,2,2,TUESDAY,0,0,0,0,0,0,Kindergarten,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158583,202500.0,99000.0,0.018209,-17363,-1902,-11039.0,-897,3.0,7,0.5839419852615619,0.5352762504724826,0.0,0.0,-1293.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,M,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,0,0,Laborers,3,3,THURSDAY,0,0,0,0,0,0,Industry: type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439842,180000.0,1082214.0,0.007114,-12477,-558,-1919.0,-4405,2.0,17,0.2629358786975408,0.5064842396679806,0.0,0.0,-755.0,0.0,0.0,0.0,0.0,0.0,3.0,Cash loans,F,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Laborers,2,2,THURSDAY,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366652,180000.0,540000.0,0.072508,-17787,-3155,-5127.0,-1042,2.0,18,0.7203935602002216,0.5352762504724826,0.0,0.0,-2671.0,0.0,0.0,0.0,0.0,0.0,1.0,Revolving loans,F,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,0,1,1,0,Laborers,1,1,MONDAY,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338063,112500.0,315000.0,0.0228,-16926,-4037,-4429.0,-464,1.0,14,0.7185707974010227,0.6512602186973006,10.0,0.0,-1337.0,0.0,0.0,0.0,0.0,0.0,3.0,Revolving loans,F,N,Y,Family,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1,1,0,Sales staff,2,2,SATURDAY,0,0,0,0,0,0,Trade: type 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176632,108000.0,125640.0,0.010966,-14508,-2413,-359.0,-4951,2.0,13,0.7350874054049659,0.6075573001388961,3.0,0.0,-1010.0,0.0,0.0,0.0,0.0,0.0,2.0,Cash loans,M,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,0,1,0,1,Managers,2,2,WEDNESDAY,0,0,0,0,0,0,Business Entity Type 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292511,90000.0,315000.0,0.026392,-17406,-5137,-4924.0,-939,2.0,10,0.7315808626201232,0.4294236843421945,3.0,0.0,-1738.0,0.0,0.0,0.0,0.0,0.0,3.0,Cash loans,F,N,N,Unaccompanied,State servant,Higher education,Married,House / apartment,1,1,1,1,1,0,Laborers,2,2,MONDAY,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162317,225000.0,1129500.0,0.026392,-19872,-10484,-762.0,-3382,1.0,16,0.6933904694866627,0.524496446363472,0.0,0.0,-1604.0,0.0,1.0,0.0,0.0,0.0,6.0,Cash loans,F,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,0,0,Laborers,2,2,THURSDAY,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211868,360000.0,1350000.0,0.010556,-13873,-2942,-168.0,-665,3.0,15,0.6601964410969293,0.41534714488434,0.0,0.0,-1576.0,0.0,0.0,0.0,0.0,0.0,0.0,Cash loans,F,Y,Y,Family,Working,Higher education,Married,House / apartment,1,1,1,1,1,0,Laborers,3,3,TUESDAY,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214573,202500.0,270000.0,0.018634,-16430,-2210,-4072.0,-874,3.0,16,0.6153182402961946,0.4206109640437848,2.0,0.0,-788.0,0.0,0.0,0.0,0.0,0.0,1.0,Revolving loans,F,N,Y,Family,Working,Higher education,Married,House / apartment,1,1,0,1,1,0,Core staff,2,2,WEDNESDAY,0,0,0,0,0,0,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273212,135000.0,509400.0,0.002042,-8972,-145,-3522.0,-1639,3.0,13,0.0954181035708559,0.2594676548211199,3.0,0.0,-390.0,1.0,0.0,0.0,1.0,1.0,0.0,Cash loans,M,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,1,1,0,1,0,1,Core staff,3,3,SATURDAY,0,0,0,1,1,0,Police,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198871,180000.0,1113840.0,0.02461,-22259,-523,-321.0,-4222,1.0,19,0.7131488526678894,0.5352762504724826,5.0,0.0,-2420.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,N,Y,Family,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,1,0,0,Laborers,2,2,WEDNESDAY,0,0,0,0,1,1,School,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413893,148500.0,225000.0,0.008068,-14778,-1331,-3215.0,-4873,2.0,10,0.2802397871996067,0.5388627065779676,0.0,0.0,-537.0,0.0,0.0,0.0,0.0,0.0,1.0,Revolving loans,F,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,1,0,0,Laborers,3,3,FRIDAY,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418867,270000.0,828000.0,0.008019,-15494,-854,-6733.0,-3988,2.0,16,0.4834541671978238,0.0553331995376399,0.0,0.0,-362.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,M,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,1,1,0,Security staff,2,2,THURSDAY,0,1,1,0,1,1,Security,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326908,180000.0,900000.0,0.028663,-14749,-946,-2765.0,-4419,3.0,9,0.6730638053816331,0.5971924268337128,0.0,0.0,-41.0,0.0,0.0,0.0,0.0,1.0,3.0,Revolving loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,1,1,1,1,1,0,Core staff,2,2,FRIDAY,0,0,0,0,0,0,Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224799,90000.0,1125000.0,0.018209,-13542,-3300,-3487.0,-3496,1.0,16,0.5582052522361788,0.5352762504724826,1.0,0.0,-619.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,Y,N,"Spouse, partner",Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,0,0,Private service staff,3,3,FRIDAY,0,0,0,0,0,0,Services,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380899,67500.0,125640.0,0.022625,-12696,-2473,-6803.0,-4066,2.0,10,0.2384802001403724,0.5779691187553125,4.0,0.0,-383.0,0.0,0.0,0.0,0.0,0.0,0.0,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,1,1,0,Cooking staff,2,2,MONDAY,0,0,0,0,1,1,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219883,112500.0,663093.0,0.035792,-22624,-2201,-1392.0,-4705,2.0,16,0.0209692833762172,0.7180328113294772,0.0,0.0,-1064.0,0.0,0.0,0.0,0.0,0.0,4.0,Cash loans,F,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,0,1,0,0,Cleaning staff,2,2,THURSDAY,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285828,67500.0,174132.0,0.010032,-20761,0,-2261.0,-2318,2.0,10,0.647522526478614,0.5352762504724826,0.0,0.0,-148.0,0.0,0.0,0.0,0.0,0.0,1.0,Cash loans,F,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,0,0,Laborers,2,2,FRIDAY,0,0,0,0,0,0,XNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386102,144000.0,254799.0,0.00823,-17219,-2354,-9152.0,-777,2.0,12,0.602854272446224,0.5406544504453575,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cash loans,F,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Core staff,2,2,MONDAY,0,0,0,0,0,0,Postal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173851,112500.0,1298655.0,0.016612,-12686,-1476,-2721.0,-2766,2.0,10,0.5330719798119632,0.5495965024956946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Cash loans,F,N,Y,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,0,0,Private service staff,2,2,TUESDAY,0,0,0,0,0,0,Services,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282436,112500.0,517788.0,0.018634,-12545,-579,-6647.0,-1749,3.0,14,0.6826470373757049,0.5352762504724826,0.0,0.0,-607.0,0.0,0.0,0.0,0.0,0.0,4.0,Cash loans,F,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,1,0,0,Laborers,2,2,TUESDAY,0,0,0,0,0,0,Postal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
